What mineral holds the highest electrical charge?,information,7,"[('What', 'WP'), ('mineral', 'NN'), ('holds', 'VBZ'), ('the', 'DT'), ('highest', 'JJS'), ('electrical', 'JJ'), ('charge', 'NN')]",0,0,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
What rank should I expect (GATE 2015)  if I am getting 48 marks? And is it possible to take admission in any IITs or NITs for an M.Tech (OBC category)?,information,31,"[('What', 'WP'), ('rank', 'NN'), ('should', 'MD'), ('I', 'PRP'), ('expect', 'VB'), ('GATE', 'NNP'), ('2015', 'CD'), ('if', 'IN'), ('I', 'PRP'), ('am', 'VBP'), ('getting', 'VBG'), ('48', 'CD'), ('marks', 'NNS'), ('And', 'CC'), ('is', 'VBZ'), ('it', 'PRP'), ('possible', 'JJ'), ('to', 'TO'), ('take', 'VB'), ('admission', 'NN'), ('in', 'IN'), ('any', 'DT'), ('IITs', 'NNP'), ('or', 'CC'), ('NITs', 'NNP'), ('for', 'IN'), ('an', 'DT'), ('M', 'NNP'), ('Tech', 'NNP'), ('OBC', 'NNP'), ('category', 'NN')]",2,2,2,0,0,3,1,0,0,0,1,3,1,6,0,0,0,3,0,0,0,0,0,1,0,2,0,1,0,1,1,0,1,0,0,0
What type of braking is used in lifts? Mechanical breaking or electrical breaking?,information,13,"[('What', 'WP'), ('type', 'NN'), ('of', 'IN'), ('braking', 'NN'), ('is', 'VBZ'), ('used', 'VBN'), ('in', 'IN'), ('lifts', 'JJ'), ('Mechanical', 'NNP'), ('breaking', 'NN'), ('or', 'CC'), ('electrical', 'JJ'), ('breaking', 'NN')]",1,0,0,0,0,2,2,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
What universities does B&G Foods recruit new grads from? What majors are they looking for?,information,16,"[('What', 'WP'), ('universities', 'VBZ'), ('does', 'VBZ'), ('B', 'NNP'), ('G', 'NNP'), ('Foods', 'NNP'), ('recruit', 'VB'), ('new', 'JJ'), ('grads', 'NNS'), ('from', 'IN'), ('What', 'WP'), ('majors', 'NNS'), ('are', 'VBP'), ('they', 'PRP'), ('looking', 'VBG'), ('for', 'IN')]",0,0,0,0,0,2,1,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,2,0,2,0,0,0
What universities does Minerals Technologies recruit new grads from? What majors are they looking for?,information,15,"[('What', 'WP'), ('universities', 'VBZ'), ('does', 'VBZ'), ('Minerals', 'NNP'), ('Technologies', 'NNPS'), ('recruit', 'VBP'), ('new', 'JJ'), ('grads', 'NNS'), ('from', 'IN'), ('What', 'WP'), ('majors', 'NNS'), ('are', 'VBP'), ('they', 'PRP'), ('looking', 'VBG'), ('for', 'IN')]",0,0,0,0,0,2,1,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,2,0,0,0
What was the main cause of World War One?,information,9,"[('What', 'WP'), ('was', 'VBD'), ('the', 'DT'), ('main', 'JJ'), ('cause', 'NN'), ('of', 'IN'), ('World', 'NNP'), ('War', 'NNP'), ('One', 'CD')]",0,1,1,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
What were the causes of Nationalism in Europe?,information,8,"[('What', 'WP'), ('were', 'VBD'), ('the', 'DT'), ('causes', 'NNS'), ('of', 'IN'), ('Nationalism', 'NNP'), ('in', 'IN'), ('Europe', 'NNP')]",0,0,1,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
What would happen if your car was towed and you retrieved it from the tow lot (using your own key) without paying the tow fee?,information,25,"[('What', 'WP'), ('would', 'MD'), ('happen', 'VB'), ('if', 'IN'), ('your', 'PRP$'), ('car', 'NN'), ('was', 'VBD'), ('towed', 'VBN'), ('and', 'CC'), ('you', 'PRP'), ('retrieved', 'VBD'), ('it', 'PRP'), ('from', 'IN'), ('the', 'DT'), ('tow', 'NN'), ('lot', 'NN'), ('using', 'VBG'), ('your', 'PRP$'), ('own', 'JJ'), ('key', 'NN'), ('without', 'IN'), ('paying', 'VBG'), ('the', 'DT'), ('tow', 'NN'), ('fee', 'NN')]",1,0,2,0,0,3,1,0,0,0,1,6,0,0,0,0,0,2,2,0,0,0,0,0,0,1,2,2,1,0,0,0,1,0,0,0
What's the difference between a promise and a callback in Javascript?,information,12,"[('What', 'WP'), ('s', 'VBD'), ('the', 'DT'), ('difference', 'NN'), ('between', 'IN'), ('a', 'DT'), ('promise', 'NN'), ('and', 'CC'), ('a', 'DT'), ('callback', 'NN'), ('in', 'IN'), ('Javascript', 'NNP')]",1,0,3,0,0,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
What's the difference between Super AMOLED and TFT?,information,9,"[('What', 'WP'), ('s', 'VBD'), ('the', 'DT'), ('difference', 'NN'), ('between', 'IN'), ('Super', 'NNP'), ('AMOLED', 'NNP'), ('and', 'CC'), ('TFT', 'NNP')]",1,0,1,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
When was the last time someone was on the moon  and why?,information,12,"[('When', 'WRB'), ('was', 'VBD'), ('the', 'DT'), ('last', 'JJ'), ('time', 'NN'), ('someone', 'NN'), ('was', 'VBD'), ('on', 'IN'), ('the', 'DT'), ('moon', 'NN'), ('and', 'CC'), ('why', 'WRB')]",1,0,2,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0
Where can I find a conversion chart for CC to horsepower?,information,11,"[('Where', 'WRB'), ('can', 'MD'), ('I', 'PRP'), ('find', 'VB'), ('a', 'DT'), ('conversion', 'NN'), ('chart', 'NN'), ('for', 'IN'), ('CC', 'NNP'), ('to', 'TO'), ('horsepower', 'VB')]",0,0,1,0,0,1,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0
Which are the best CA firms for articleship in coimbatore?,information,10,"[('Which', 'WDT'), ('are', 'VBP'), ('the', 'DT'), ('best', 'JJS'), ('CA', 'JJ'), ('firms', 'NNS'), ('for', 'IN'), ('articleship', 'NN'), ('in', 'IN'), ('coimbatore', 'NN')]",0,0,1,0,0,2,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Which blood group is a universal donor?,information,7,"[('Which', 'NNP'), ('blood', 'NN'), ('group', 'NN'), ('is', 'VBZ'), ('a', 'DT'), ('universal', 'JJ'), ('donor', 'NN')]",0,0,1,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Which mechanical project should I do if I am in second year of mechanical engineering?,information,15,"[('Which', 'JJ'), ('mechanical', 'JJ'), ('project', 'NN'), ('should', 'MD'), ('I', 'PRP'), ('do', 'VB'), ('if', 'IN'), ('I', 'PRP'), ('am', 'VBP'), ('in', 'IN'), ('second', 'JJ'), ('year', 'NN'), ('of', 'IN'), ('mechanical', 'JJ'), ('engineering', 'NN')]",0,0,0,0,0,3,4,0,0,0,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Which programing language(s) is(are) widely used for control engineering?,information,11,"[('Which', 'JJ'), ('programing', 'VBG'), ('language', 'NN'), ('s', 'NN'), ('is', 'VBZ'), ('are', 'VBP'), ('widely', 'RB'), ('used', 'VBN'), ('for', 'IN'), ('control', 'NN'), ('engineering', 'NN')]",0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Who are some lesser known important historical figures of Benin and what should people know about them?,information,17,"[('Who', 'WP'), ('are', 'VBP'), ('some', 'DT'), ('lesser', 'JJR'), ('known', 'VBN'), ('important', 'JJ'), ('historical', 'JJ'), ('figures', 'NNS'), ('of', 'IN'), ('Benin', 'NNP'), ('and', 'CC'), ('what', 'WP'), ('should', 'MD'), ('people', 'NNS'), ('know', 'VB'), ('about', 'IN'), ('them', 'PRP')]",1,0,1,0,0,2,2,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0
Who are the Rohingya Muslims?,information,5,"[('Who', 'WP'), ('are', 'VBP'), ('the', 'DT'), ('Rohingya', 'NNP'), ('Muslims', 'NNP')]",0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Why are rockets and boosters painted white?,information,7,"[('Why', 'WRB'), ('are', 'VBP'), ('rockets', 'NNS'), ('and', 'CC'), ('boosters', 'NNS'), ('painted', 'VBD'), ('white', 'JJ')]",1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Why do cars idle at 1000rpm?,information,6,"[('Why', 'WRB'), ('do', 'VBP'), ('cars', 'NNS'), ('idle', 'VB'), ('at', 'IN'), ('1000rpm', 'CD')]",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Why do similar charges repel each other and opposite charges attract each other?,information,13,"[('Why', 'WRB'), ('do', 'VBP'), ('similar', 'JJ'), ('charges', 'NNS'), ('repel', 'VBP'), ('each', 'DT'), ('other', 'JJ'), ('and', 'CC'), ('opposite', 'JJ'), ('charges', 'NNS'), ('attract', 'VBP'), ('each', 'DT'), ('other', 'JJ')]",1,0,2,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0
Why does higher growth rate of economy lead to lower value of currency?,information,13,"[('Why', 'WRB'), ('does', 'VBZ'), ('higher', 'JJR'), ('growth', 'NN'), ('rate', 'NN'), ('of', 'IN'), ('economy', 'NN'), ('lead', 'NN'), ('to', 'TO'), ('lower', 'JJR'), ('value', 'NN'), ('of', 'IN'), ('currency', 'NN')]",0,0,0,0,0,2,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Why don't we have fusion reactors in power stations?,information,10,"[('Why', 'WRB'), ('don', 'JJ'), ('t', 'NN'), ('we', 'PRP'), ('have', 'VBP'), ('fusion', 'JJ'), ('reactors', 'NNS'), ('in', 'IN'), ('power', 'NN'), ('stations', 'NNS')]",0,0,0,0,0,1,2,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Why is Morocco a poor country?,information,6,"[('Why', 'WRB'), ('is', 'VBZ'), ('Morocco', 'NNP'), ('a', 'DT'), ('poor', 'JJ'), ('country', 'NN')]",0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Why is poverty considered a social problem in Cuba?,information,9,"[('Why', 'WRB'), ('is', 'VBZ'), ('poverty', 'NN'), ('considered', 'VBD'), ('a', 'DT'), ('social', 'JJ'), ('problem', 'NN'), ('in', 'IN'), ('Cuba', 'NNP')]",0,0,1,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Are dynamic allocations of array allowed in C?,information,8,"[('Are', 'NNP'), ('dynamic', 'JJ'), ('allocations', 'NNS'), ('of', 'IN'), ('array', 'NN'), ('allowed', 'VBN'), ('in', 'IN'), ('C', 'NNP')]",0,0,0,0,0,2,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Are graphic novels the same as comics?,information,7,"[('Are', 'NNP'), ('graphic', 'JJ'), ('novels', 'NNS'), ('the', 'DT'), ('same', 'JJ'), ('as', 'IN'), ('comics', 'NNS')]",0,0,1,0,0,1,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Can a phone work without a SIM card? Why or why not?,information,12,"[('Can', 'MD'), ('a', 'DT'), ('phone', 'NN'), ('work', 'NN'), ('without', 'IN'), ('a', 'DT'), ('SIM', 'NNP'), ('card', 'NN'), ('Why', 'WRB'), ('or', 'CC'), ('why', 'WRB'), ('not', 'RB')]",1,0,2,0,0,1,0,0,0,0,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Can electric field exist even if potential is zero?,information,9,"[('Can', 'MD'), ('electric', 'VB'), ('field', 'NN'), ('exist', 'VB'), ('even', 'RB'), ('if', 'IN'), ('potential', 'JJ'), ('is', 'VBZ'), ('zero', 'CD')]",0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
Can touchscreens be used underwater?,information,5,"[('Can', 'MD'), ('touchscreens', 'NNS'), ('be', 'VB'), ('used', 'VBN'), ('underwater', 'NN')]",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Can we cancel a 'Tatkal waiting list' ticket?,information,8,"[('Can', 'MD'), ('we', 'PRP'), ('cancel', 'VB'), ('a', 'DT'), ('Tatkal', 'NNP'), ('waiting', 'VBG'), ('list', 'NN'), ('ticket', 'NN')]",0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Christianity: What is the difference between Roman Catholics and Protestants?,information,10,"[('Christianity', 'NNP'), ('What', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('difference', 'NN'), ('between', 'IN'), ('Roman', 'NNP'), ('Catholics', 'NNPS'), ('and', 'CC'), ('Protestants', 'NNS')]",1,0,1,0,0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Difference between is and are?,information,5,"[('Difference', 'NN'), ('between', 'IN'), ('is', 'VBZ'), ('and', 'CC'), ('are', 'VBP')]",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Does cognitive strain affect digestion?,information,5,"[('Does', 'NNP'), ('cognitive', 'JJ'), ('strain', 'NN'), ('affect', 'JJ'), ('digestion', 'NN')]",0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"German (language): What is the difference between ""dem"" and ""den""?",information,10,"[('German', 'JJ'), ('language', 'NN'), ('What', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('difference', 'NN'), ('between', 'IN'), ('dem', 'NN'), ('and', 'CC'), ('den', 'NN')]",1,0,1,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Gmail: How do I retrieve Gmail drafts?,information,7,"[('Gmail', 'NNP'), ('How', 'NNP'), ('do', 'VBP'), ('I', 'PRP'), ('retrieve', 'VB'), ('Gmail', 'NNP'), ('drafts', 'NNS')]",0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
How can I increase my storage capacity of my computer?,information,10,"[('How', 'WRB'), ('can', 'MD'), ('I', 'PRP'), ('increase', 'VB'), ('my', 'PRP$'), ('storage', 'NN'), ('capacity', 'NN'), ('of', 'IN'), ('my', 'PRP$'), ('computer', 'NN')]",0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
How can URL slugs be unique?,information,6,"[('How', 'WRB'), ('can', 'MD'), ('URL', 'VB'), ('slugs', 'RB'), ('be', 'VB'), ('unique', 'JJ')]",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
How ClockWorkMod works for phones NOT having bootloader unlocked?,information,9,"[('How', 'WRB'), ('ClockWorkMod', 'NNP'), ('works', 'VBZ'), ('for', 'IN'), ('phones', 'NNS'), ('NOT', 'NNP'), ('having', 'VBG'), ('bootloader', 'NN'), ('unlocked', 'VBD')]",0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
How did Genghis Khan die?,information,5,"[('How', 'WRB'), ('did', 'VBD'), ('Genghis', 'NNP'), ('Khan', 'NNP'), ('die', 'NN')]",0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
How did Portugal become an independent country from Spain?,information,9,"[('How', 'WRB'), ('did', 'VBD'), ('Portugal', 'NNP'), ('become', 'VB'), ('an', 'DT'), ('independent', 'JJ'), ('country', 'NN'), ('from', 'IN'), ('Spain', 'NNP')]",0,0,1,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
How do I buy stocks?,information,5,"[('How', 'WRB'), ('do', 'VBP'), ('I', 'PRP'), ('buy', 'VB'), ('stocks', 'NNS')]",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
How do I bypass a proxy server?,information,7,"[('How', 'WRB'), ('do', 'VBP'), ('I', 'PRP'), ('bypass', 'VB'), ('a', 'DT'), ('proxy', 'NN'), ('server', 'NN')]",0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
How do I configure Gmail IMAP Settings?,information,7,"[('How', 'WRB'), ('do', 'VBP'), ('I', 'PRP'), ('configure', 'VB'), ('Gmail', 'NNP'), ('IMAP', 'NNP'), ('Settings', 'NNP')]",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
How do I create a new Terminal and new shell in Linux using C programming?,information,15,"[('How', 'WRB'), ('do', 'VBP'), ('I', 'PRP'), ('create', 'VB'), ('a', 'DT'), ('new', 'JJ'), ('Terminal', 'NNP'), ('and', 'CC'), ('new', 'JJ'), ('shell', 'NN'), ('in', 'IN'), ('Linux', 'NNP'), ('using', 'VBG'), ('C', 'NNP'), ('programming', 'NN')]",1,0,1,0,0,1,2,0,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
How do I design a Telescopic fork?,information,7,"[('How', 'WRB'), ('do', 'VBP'), ('I', 'PRP'), ('design', 'VB'), ('a', 'DT'), ('Telescopic', 'NNP'), ('fork', 'NN')]",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
How do I get my website on the first page on Google [Search for specific Keyword] ?,information,16,"[('How', 'WRB'), ('do', 'VBP'), ('I', 'PRP'), ('get', 'VB'), ('my', 'PRP$'), ('website', 'NN'), ('on', 'IN'), ('the', 'DT'), ('first', 'JJ'), ('page', 'NN'), ('on', 'IN'), ('Google', 'NNP'), ('Search', 'NNP'), ('for', 'IN'), ('specific', 'JJ'), ('Keyword', 'NNP')]",0,0,1,0,0,3,2,0,0,0,0,2,0,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
How do I integrate [math]\frac{x^2}{x^2-1}[/math]?,information,12,"[('How', 'WRB'), ('do', 'VBP'), ('I', 'PRP'), ('integrate', 'VB'), ('math', 'NN'), ('frac', 'NN'), ('x', 'VBD'), ('2', 'CD'), ('x', 'JJ'), ('2', 'CD'), ('1', 'CD'), ('math', 'NN')]",0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
How do I remove an app from iCloud?,information,8,"[('How', 'WRB'), ('do', 'VBP'), ('I', 'PRP'), ('remove', 'VB'), ('an', 'DT'), ('app', 'NN'), ('from', 'IN'), ('iCloud', 'NN')]",0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
How do I take a screenshot on my MacBook Pro? What are some instructions?,information,14,"[('How', 'WRB'), ('do', 'VB'), ('I', 'PRP'), ('take', 'VB'), ('a', 'DT'), ('screenshot', 'NN'), ('on', 'IN'), ('my', 'PRP$'), ('MacBook', 'NNP'), ('Pro', 'NNP'), ('What', 'WP'), ('are', 'VBP'), ('some', 'DT'), ('instructions', 'NNS')]",0,0,2,0,0,1,0,0,0,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0
How do I write C program to calculate inputs like 45*(4+2)?,information,13,"[('How', 'WRB'), ('do', 'VBP'), ('I', 'PRP'), ('write', 'VB'), ('C', 'NNP'), ('program', 'NN'), ('to', 'TO'), ('calculate', 'VB'), ('inputs', 'NNS'), ('like', 'IN'), ('45', 'CD'), ('4', 'CD'), ('2', 'CD')]",0,3,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0
How do you bake cookies without plain flour?,information,8,"[('How', 'WRB'), ('do', 'VB'), ('you', 'PRP'), ('bake', 'VB'), ('cookies', 'NNS'), ('without', 'IN'), ('plain', 'VBP'), ('flour', 'NNS')]",0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0
How do you embed HTML into a C++ program?,information,9,"[('How', 'WRB'), ('do', 'VB'), ('you', 'PRP'), ('embed', 'VB'), ('HTML', 'NNP'), ('into', 'IN'), ('a', 'DT'), ('C', 'NNP'), ('program', 'NN')]",0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
How do you find the registration number for a vehicle in Florida?,information,12,"[('How', 'WRB'), ('do', 'VB'), ('you', 'PRP'), ('find', 'VB'), ('the', 'DT'), ('registration', 'NN'), ('number', 'NN'), ('for', 'IN'), ('a', 'DT'), ('vehicle', 'NN'), ('in', 'IN'), ('Florida', 'NNP')]",0,0,2,0,0,2,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
How do you get the net ionic equation for HCO3+H2O?,information,11,"[('How', 'WRB'), ('do', 'VB'), ('you', 'PRP'), ('get', 'VB'), ('the', 'DT'), ('net', 'JJ'), ('ionic', 'JJ'), ('equation', 'NN'), ('for', 'IN'), ('HCO3', 'NNP'), ('H2O', 'NNP')]",0,0,1,0,0,1,2,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
How do you treat acne?,information,5,"[('How', 'WRB'), ('do', 'VB'), ('you', 'PRP'), ('treat', 'VB'), ('acne', 'NNS')]",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
How do you treat gunshot wounds?,information,6,"[('How', 'WRB'), ('do', 'VB'), ('you', 'PRP'), ('treat', 'VB'), ('gunshot', 'JJ'), ('wounds', 'NNS')]",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
How do zebras eat? How do they hunt?,information,8,"[('How', 'WRB'), ('do', 'VB'), ('zebras', 'RB'), ('eat', 'VB'), ('How', 'WRB'), ('do', 'VBP'), ('they', 'PRP'), ('hunt', 'VB')]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0
How does a fountain pen work?,information,6,"[('How', 'WRB'), ('does', 'VBZ'), ('a', 'DT'), ('fountain', 'NN'), ('pen', 'JJ'), ('work', 'NN')]",0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
How does Google decide its home page picture?,information,8,"[('How', 'WRB'), ('does', 'VBZ'), ('Google', 'NNP'), ('decide', 'VB'), ('its', 'PRP$'), ('home', 'NN'), ('page', 'NN'), ('picture', 'NN')]",0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
How is MoU signed between India-Abu Dhabi of storing crude oil in India's reserves going to affect global prices of oil in the near future?,information,27,"[('How', 'WRB'), ('is', 'VBZ'), ('MoU', 'NNP'), ('signed', 'VBD'), ('between', 'IN'), ('India', 'NNP'), ('Abu', 'NNP'), ('Dhabi', 'NNP'), ('of', 'IN'), ('storing', 'VBG'), ('crude', 'JJ'), ('oil', 'NN'), ('in', 'IN'), ('India', 'NNP'), ('s', 'NN'), ('reserves', 'NNS'), ('going', 'VBG'), ('to', 'TO'), ('affect', 'VB'), ('global', 'JJ'), ('prices', 'NNS'), ('of', 'IN'), ('oil', 'NN'), ('in', 'IN'), ('the', 'DT'), ('near', 'JJ'), ('future', 'NN')]",0,0,1,0,0,5,3,0,0,0,0,4,2,5,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,1,0,0,0,1,0
How is the chemical equation for coal determined?,information,8,"[('How', 'WRB'), ('is', 'VBZ'), ('the', 'DT'), ('chemical', 'JJ'), ('equation', 'NN'), ('for', 'IN'), ('coal', 'NN'), ('determined', 'VBD')]",0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
How many 4 digit numbers can be formed by using 0    1    2    3    4    5    6    and 7? How many of them are between 4000 and 6000?,information,28,"[('How', 'WRB'), ('many', 'JJ'), ('4', 'CD'), ('digit', 'JJ'), ('numbers', 'NNS'), ('can', 'MD'), ('be', 'VB'), ('formed', 'VBN'), ('by', 'IN'), ('using', 'VBG'), ('0', 'CD'), ('1', 'CD'), ('2', 'CD'), ('3', 'CD'), ('4', 'CD'), ('5', 'CD'), ('6', 'CD'), ('and', 'CC'), ('7', 'CD'), ('How', 'NNP'), ('many', 'JJ'), ('of', 'IN'), ('them', 'PRP'), ('are', 'VBP'), ('between', 'IN'), ('4000', 'CD'), ('and', 'CC'), ('6000', 'CD')]",2,11,0,0,0,3,3,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0
How many pages are there in the Indian constitution?,information,9,"[('How', 'WRB'), ('many', 'JJ'), ('pages', 'NNS'), ('are', 'VBP'), ('there', 'RB'), ('in', 'IN'), ('the', 'DT'), ('Indian', 'JJ'), ('constitution', 'NN')]",0,0,1,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
How many volts can a 30 amp ESC handle?,information,9,"[('How', 'WRB'), ('many', 'JJ'), ('volts', 'NNS'), ('can', 'MD'), ('a', 'DT'), ('30', 'CD'), ('amp', 'NN'), ('ESC', 'NNP'), ('handle', 'NN')]",0,1,1,0,0,0,1,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
